Gene;P-I;P-II;P-III;A-I;A-II;A-III;S-I;S-II;S-III
3222401L13Rik;57.54257711;86.16169419;61.75349758;61.07195542;34.91122435;75.26266259;95.36638029;62.99690814;73.8498405
Pcdhga1;1.224310151;4.00752066;6.432655998;0.782973787;0;0;0;0.94025236;1.846246012
Pcdhga2;0;4.00752066;2.573062399;1.565947575;1.057915889;0.553401931;4.541256204;0;0
Pcdhga4;1.224310151;0;0;3.13189515;2.115831779;3.320411585;3.027504136;0.94025236;0
Pcdhgb2;1.224310151;2.00376033;10.2922496;7.829737875;1.057915889;1.106803862;3.027504136;7.522018882;3.692492025
Pcdhga7;20.81327257;13.02444214;14.15184319;10.96163302;7.405411225;6.087421239;4.541256204;3.761009441;16.61621411
Pcdhgb4;2.448620303;2.00376033;0;1.565947575;1.057915889;1.660205793;1.513752068;4.701261801;1.846246012
Pcdhga8;0;3.005640495;0;0;0;1.660205793;0;3.761009441;0
Pcdhgb5;2.448620303;4.00752066;14.15184319;6.2637903;10.57915889;7.747627032;3.027504136;7.522018882;10.15435307
Pcdhga9;3.672930454;1.001880165;1.2865312;0.782973787;0;2.213607723;1.513752068;0;0
Gm26672;3.672930454;21.03948346;10.2922496;5.480816512;14.81082245;6.087421239;7.56876034;12.22328068;1.846246012
Pcdhga12;22.03758272;32.06016528;24.44409279;22.70623984;27.50581312;33.75751778;33.3025455;27.26731845;40.61741227
BC037039;31.83206393;20.0376033;45.02859198;17.22542332;31.73747668;47.03916412;24.22003309;36.66984205;50.77176534
Pcdhgc3;1.224310151;4.00752066;0;3.13189515;1.057915889;0;0;0.94025236;1.846246012
Pcdhgc4;18.36465227;27.05076445;21.87103039;31.3189515;44.43246735;34.86432164;22.70628102;34.78933733;31.38618221
Pcdhgc5;15.91603197;27.05076445;10.2922496;3.914868937;10.57915889;12.72824441;21.19252895;6.581766522;1.846246012
Diaph1;268.1239231;301.5659297;274.0311455;206.7050799;265.5368882;242.9434476;261.8791078;176.7674437;185.5477242
Hdac3;306.0775378;339.6373759;333.2115807;341.3765713;303.6218602;328.167345;389.0342815;357.2958969;353.5561114
Rell2;7.345860908;4.00752066;9.005718397;17.22542332;24.33206545;12.72824441;12.11001654;5.641514161;33.23242822
Fchsd1;55.09395681;67.12597105;77.19187197;55.59113891;31.73747668;40.95174288;52.98132238;55.47488925;62.77236442
Arap3;192.2166937;249.4681611;279.1772703;189.4796566;192.5406919;217.4869588;240.6865788;283.0159604;247.3969657
Pcdh1;172.6277313;203.3816735;236.7217407;178.5180235;240.1469069;277.8077693;164.9989754;181.4687055;172.6240022
1700086O06Rik;560.7340493;455.8554751;541.629635;455.6907443;536.3633559;494.1879242;343.6217194;450.3808805;509.5638994
Dele1;151.8144588;140.2632231;167.2490559;187.913709;178.7877853;159.3797561;189.2190085;178.6479484;164.3158951
Pcdh12;14.69172182;28.05264462;24.44409279;33.66787286;34.91122435;34.86432164;48.44006618;58.29564633;52.61801135
Rnf14;681.9407543;598.1224585;688.2941917;557.4773367;661.1974308;654.1210822;514.6757031;579.1954539;516.9488835
Gnpda1;701.5297167;604.1337395;678.0019422;518.3286473;553.2900101;553.4019308;410.2268104;425.9343192;361.8642184
Ndfip1;1284.301349;1188.229876;1145.012768;1131.397123;1123.506674;1066.405521;968.8013235;928.0290795;1026.512783
Spry4;522.7804346;595.116818;575.0794462;450.2099278;402.008038;458.2167987;84.77011581;74.27993646;63.69548743
9630014M24Rik;14.69172182;15.02820247;16.72490559;18.00839711;12.69499067;13.28164634;9.082512408;6.581766522;3.692492025
Fgf1;8.570171059;21.03948346;5.146124798;14.87650196;20.1004019;14.94185213;12.11001654;4.701261801;6.461861044
Gm5820;1.224310151;4.00752066;7.719187197;1.565947575;3.173747668;3.873813516;0;0;1.846246012
Arhgap26;53.86964666;51.09588841;60.46696638;62.637903;41.25871968;52.57318343;34.81629756;26.32706609;27.69369019
Nr3c1;35.50499439;45.08460742;43.74206078;95.52280207;77.22785992;89.09771086;110.503901;94.02523602;135.6990819
Yipf5;2732.660258;2279.277375;2462.420716;2540.74994;2388.774078;2596.008458;2688.423673;2237.800617;2886.60564
Kctd16;1.224310151;5.009400825;1.2865312;4.697842725;1.057915889;7.747627032;0;4.701261801;0
Prelid2;238.7404795;213.4004751;311.3405503;179.3009973;235.9152433;190.9236661;258.8516036;196.5127433;328.6317902
Sh3rf2;9.79448121;1.001880165;1.2865312;2.348921362;1.057915889;16.04865599;9.082512408;6.581766522;11.07747607
Plac8l1;0;0;6.432655998;2.348921362;0;2.767009654;0;0;0
Lars;1012.504495;1166.188512;1599.158281;1544.024309;1049.452562;1266.73702;1550.082118;1256.177153;848.3500427
Gm4013;9.79448121;2.00376033;5.146124798;3.914868937;5.289579447;6.087421239;1.513752068;3.761009441;5.538738037
Rbm27;406.4709702;563.0566527;509.466355;510.4989094;558.5795896;610.9557316;626.6933562;481.4092084;358.1717264
Pou4f3;64.88843802;43.08084709;59.18043518;63.42087679;48.66413091;84.67049542;9.082512408;1.88050472;8.308107056
Tcerg1;809.26901;841.5793386;834.9587485;921.5601479;940.4872256;952.404723;964.2600673;894.1799946;697.8809927
Ppp2r2b;1.224310151;4.00752066;5.146124798;6.2637903;16.92665423;4.427215447;40.87130584;31.96858025;35.07867424
Stk32a;1.224310151;0;14.15184319;2.348921362;0;1.106803862;15.13752068;18.8050472;9.231230062
Dpysl3;541.1450869;428.8047106;458.005107;393.8358151;510.9733746;592.140066;367.8417525;293.3587364;352.6329884
Eif3j2;12.24310151;17.0319628;5.146124798;14.09352817;7.405411225;15.49525406;10.59626448;10.34277596;6.461861044
AC156546.1;0;2.00376033;6.432655998;3.914868937;6.347495336;3.873813516;3.027504136;3.761009441;3.692492025
Jakmip2;15.91603197;33.06204544;25.73062399;45.41247967;63.47495336;44.27215447;66.60509099;65.81766522;64.61861044
Dcp2;1131.26258;1246.338925;1061.38824;1211.260449;1228.240348;1237.960119;1038.433919;1362.42567;1074.515179
Mcc;303.6289175;368.6919007;371.8075167;256.8154023;259.1893929;329.8275508;319.4016864;358.2361492;346.1711273
A930012L18Rik;2.448620303;3.005640495;5.146124798;3.13189515;1.057915889;6.087421239;16.65127275;8.462271242;0.923123006
Ythdc2;26.93482333;30.05640495;52.74777918;53.24221755;58.18537391;46.48576219;33.3025455;47.95287037;49.84864234
Kcnn2;0;8.01504132;0;5.480816512;5.289579447;2.213607723;10.59626448;9.402523602;8.308107056
Trim36;66.11274817;61.11469006;70.75921597;70.46764087;55.01162625;48.69936991;18.16502482;25.38681373;13.84684509
Pggt1b;542.369397;609.1431403;599.523539;714.0720942;599.8383093;703.3738541;652.4271413;705.1892702;516.9488835
Ccdc112;144.4685978;147.2763842;218.7103039;144.0671769;157.6294675;197.5644893;108.9901489;131.6353304;127.3909749
Fem1c;586.4445625;559.049132;596.9504766;672.5744834;576.5641597;591.0332621;628.2071082;663.8181663;482.7933323
Ticam2;31.83206393;29.05452478;15.43837439;14.09352817;14.81082245;29.33030233;18.16502482;8.462271242;13.84684509
Tmed7;516.6588838;467.878037;548.062291;512.064857;521.5525334;565.0233714;488.941918;549.1073784;538.1807126
Eif1a;1273.282557;1250.346446;1305.829168;1414.05066;1192.271207;1256.775785;1224.625423;1127.36258;1242.523566
Gm3734;4.897240605;2.00376033;2.573062399;2.348921362;0;3.320411585;3.027504136;2.820757081;1.846246012
Cdo1;36.72930454;44.08272726;45.02859198;48.54437482;71.93828048;61.42761432;54.49507445;66.75791758;57.23362639
Atg12;943.9431266;907.7034294;916.0102141;928.606912;944.7188892;934.6958612;862.8386788;1024.875073;932.3542363
Ap3s1;1363.881509;1326.489338;1528.399065;1161.150127;1483.198077;1376.310602;1300.313026;1450.809392;1605.310908
Lvrn;0;6.01128099;6.432655998;1.565947575;4.231663557;5.534019308;0;10.34277596;0
Commd10;740.7076415;794.4909708;891.5661213;594.2771047;692.9349075;661.3153073;784.1235712;777.5887019;846.5037967
Hspe1-rs1;184.8708328;196.3685123;159.5298687;191.0456041;210.525262;187.0498526;175.5952399;175.8271914;258.4744417
Sema6a;4435.675678;4621.673201;4510.578386;4231.190348;4721.478614;4569.439743;3471.033492;3009.747805;3149.695697
G630055G22Rik;3.672930454;0;0;0.782973787;4.231663557;0;0;7.522018882;0.923123006
Eno1b;4553.209453;4648.723965;4541.455134;2239.305032;3320.797977;3234.080884;4138.598154;3666.984205;4394.06551
Dtwd2;99.16912225;78.14665287;83.62452797;75.1654836;59.2432898;77.47627032;75.6876034;78.98119826;114.4672528
Gm16283;18.36465227;3.005640495;3.859593599;8.612711662;5.289579447;7.194225101;7.56876034;2.820757081;16.61621411
Dmxl1;128.5525659;134.2519421;145.3780255;160.5096264;139.6448974;139.4572866;148.3477027;159.8429012;126.4678519
Tnfaip8;364.8444251;349.6561776;384.6728287;365.6487588;295.1585331;317.6527083;460.1806287;356.3556445;422.7903368
C030005K06Rik;0;4.00752066;2.573062399;0.782973787;0;1.106803862;0;0.94025236;0.923123006
Hsd17b4;206.9084156;182.34219;177.5413055;179.3009973;177.7298694;194.2440777;160.4577192;212.4970334;216.0107835
Prr16;1.224310151;9.016921485;1.2865312;0;0;6.64082317;7.56876034;4.701261801;1.846246012
Srfbp1;221.6001374;197.3703925;214.8507103;252.1175596;229.567748;261.2057114;193.7602647;224.7203141;258.4744417
Lox;2.448620303;2.00376033;1.2865312;0;2.115831779;1.106803862;0;0.94025236;0.923123006
Sncaip;30.60775378;18.03384297;21.87103039;19.57434469;12.69499067;17.15545986;31.78879343;36.66984205;36.92492025
Snx2;547.2666376;526.9889668;582.7986334;553.5624677;546.9425148;605.4217123;708.4359678;744.6798693;715.4203298
Snx24;321.9935698;266.5001239;298.4752383;289.7003014;326.8960098;385.7211458;345.1354715;339.431102;320.3236832
Ppic;1132.48689;1072.011777;928.8755261;1202.647738;1236.703675;1297.174126;1103.525258;1252.416144;1505.613623
Prdm6;2.448620303;6.01128099;10.2922496;2.348921362;2.115831779;2.213607723;9.082512408;7.522018882;2.769369019
Cep120;352.6013236;279.524566;409.1169215;272.474878;380.8497202;324.8469334;426.8780832;380.8022059;348.9404964
Csnk1g3;1363.881509;1078.023057;1217.058515;1363.157364;1158.417899;1251.241766;1257.927969;1329.516837;1272.986626
Redrum;26.93482333;16.03008264;9.005718397;29.75300392;6.347495336;12.72824441;12.11001654;6.581766522;12.92372209
9330117O12Rik;4.897240605;0;0;0;4.231663557;0;0;3.761009441;3.692492025
Zfp608;456.6676864;372.6994214;459.2916382;513.6308046;537.4212718;521.3046188;709.9497199;587.6577251;449.560904
Gm4221;0;4.00752066;1.2865312;4.697842725;1.057915889;3.873813516;4.541256204;2.820757081;3.692492025
AC163347.1;7.345860908;3.005640495;2.573062399;1.565947575;10.57915889;0;4.541256204;22.56605665;10.15435307
Gramd3;461.564927;539.0115287;496.601043;353.9041519;399.8922062;416.158252;349.6767277;364.8179158;349.8636194
Aldh7a1;680.7164441;828.5548964;802.7954685;661.6128504;732.0777954;714.9952946;841.6461498;727.7553268;852.9656577
Phax;1081.065864;1115.092624;1038.230678;1149.40552;1133.027917;1157.163437;1262.469225;1045.560625;1226.830475
Lmnb1;2633.491135;2954.544606;2781.480453;3250.907166;2929.369098;2570.551969;2848.881392;3301.226037;2964.147973
March3;7.345860908;6.01128099;2.573062399;11.74460681;28.56372901;21.5826753;16.65127275;10.34277596;5.538738037
C330018D20Rik;89.37464104;90.16921485;102.922496;101.7865924;95.21243004;97.95214176;75.6876034;57.35539397;111.6978838
Megf10;2.448620303;16.03008264;11.5787808;35.23382044;24.33206545;24.90308689;27.24753722;23.50630901;28.61681319
Prrc1;948.8403672;875.6432642;1029.22496;1070.325167;938.3713938;971.2203886;971.8288277;885.7177233;817.8869835
4930511M06Rik;0;2.00376033;2.573062399;2.348921362;1.057915889;1.106803862;0;3.761009441;7.38498405
Gm19500;2.448620303;2.00376033;3.859593599;4.697842725;2.115831779;4.980617378;6.055008272;4.701261801;4.615615031
Ctxn3;0;0;1.2865312;3.914868937;1.057915889;1.660205793;3.027504136;1.88050472;0.923123006
Slc12a2;1074.944313;1122.105785;1223.491171;1562.032706;1367.885245;1468.728724;1542.513357;1545.77488;1283.140979
Fbn2;724.7916095;921.7297518;719.1709405;2940.849546;3390.620425;2971.214967;5720.469065;5829.564633;5409.500816
Isoc1;1278.179798;1280.402851;1187.468297;1219.090187;1097.058777;1240.173727;1226.139175;1127.36258;1093.900762
Gm50227;0;3.005640495;0;3.914868937;1.057915889;2.767009654;0;10.34277596;0
Adamts19;82.02878013;115.216219;104.2090272;112.7482254;141.7607292;123.9620325;83.25636374;110.0095261;101.5435307
Minar2;12.24310151;29.05452478;15.43837439;33.66787286;27.50581312;31.54391006;31.78879343;51.71387981;28.61681319
Chsy3;6.121550756;3.005640495;6.432655998;7.829737875;16.92665423;14.94185213;4.541256204;25.38681373;5.538738037
Gm4951;0;3.005640495;1.2865312;0.782973787;1.057915889;4.427215447;0;0;0
F830016B08Rik;4.897240605;2.00376033;0;0.782973787;0;7.747627032;0;6.581766522;0
Iigp1;1.224310151;0;1.2865312;0.782973787;0;1.660205793;1.513752068;2.820757081;2.769369019
Smim3;679.492134;576.0810948;653.5578494;413.4101598;363.9230659;443.2749466;227.0628102;202.1542574;264.9363028
Dctn4;673.3705832;762.4308055;982.9098364;895.7220129;860.085618;774.7627032;890.086216;951.5353885;691.4191317
Rbm22;541.1450869;551.0340907;578.9390398;660.0469028;617.8228794;597.1206834;605.5008272;610.2237818;581.5674939
Synpo;9.79448121;15.02820247;12.865312;20.35731847;32.79539257;19.36906758;31.78879343;40.43085149;38.77116626
Ndst1;899.8679612;836.5699377;823.3799677;1022.563766;1008.193843;1097.396029;1039.947671;915.8057989;1023.743414
Rps14;31420.69572;33601.05697;31294.87143;32710.29592;36340.46871;30590.39853;36201.38071;32509.22535;38845.93922
Cd74;9.79448121;11.02068181;3.859593599;13.31055439;4.231663557;5.534019308;1.513752068;1.88050472;0
Tcof1;13344.98065;11115.86043;11758.89516;12583.95471;13876.68272;14803.50165;14220.18693;14747.85827;15543.54518
Arsi;6.121550756;3.005640495;2.573062399;7.046764087;7.405411225;3.320411585;6.055008272;1.88050472;4.615615031
Camk2a;11.01879136;7.013161155;1.2865312;10.17865924;9.521243004;8.854430893;34.81629756;55.47488925;53.54113436
Cdx1;235.067549;230.4324379;213.5641791;328.8489907;306.7956079;306.5846697;48.44006618;78.0409459;76.61920952
Pdgfrb;127.3282557;106.1992975;93.91677757;77.51440496;74.05411225;69.17524135;233.1178185;361.9971587;266.7825488
Csf1r;36.72930454;38.07144627;28.30368639;79.08035254;59.2432898;53.67998729;59.03633065;67.69816994;63.69548743
Hmgxb3;384.4333875;337.6336156;499.1741054;436.8993734;385.0813837;389.0415574;357.2454881;387.3839724;364.6335875
Slc26a2;200.7868648;182.34219;210.9911167;204.3561585;214.7569255;211.3995376;201.329025;188.050472;220.6263985
Pde6a;0;2.00376033;0;0;0;3.873813516;6.055008272;0;8.308107056
Ppargc1b;4.897240605;4.00752066;14.15184319;8.612711662;11.63707478;5.534019308;12.11001654;13.16353304;17.53933712
Arhgef37;8.570171059;2.00376033;5.146124798;4.697842725;0;2.213607723;3.027504136;0.94025236;0.923123006
Csnk1a1;3046.083656;3043.711941;2881.829887;3071.606168;2926.19535;3236.294492;3327.227046;3131.04036;2941.993021
Bvht;13.46741166;21.03948346;24.44409279;16.44244954;23.27414957;18.26226372;12.11001654;22.56605665;26.77056718
Carmn;1.224310151;0;0;0;1.057915889;1.106803862;3.027504136;1.88050472;1.846246012
Pcyox1l;515.4345737;552.0359709;567.360259;544.9497561;555.4058419;546.2077057;603.9870751;615.8652959;611.1074301
Grpel2;148.1415283;159.2989462;177.5413055;189.4796566;169.2665423;180.4090295;181.6502482;157.0221442;166.1621411
1500015A07Rik;71.00998877;62.11657023;70.75921597;71.25061466;75.11202814;79.13647611;51.46757031;87.4434695;64.61861044
Afap1l1;489.7240605;560.0510122;545.4892286;416.5420549;439.0350941;443.8283485;278.5303805;258.5693991;264.9363028
Ablim3;112.6365339;105.1974173;123.5069952;51.67626997;39.14288791;21.5826753;34.81629756;15.98429012;20.30870614
Sh3tc2;48.97240605;32.06016528;25.73062399;43.06355831;24.33206545;27.11669461;25.73378516;26.32706609;26.77056718
Adrb2;28.15913348;36.06768594;88.77065277;17.22542332;6.347495336;11.06803862;10.59626448;15.04403776;7.38498405
Fbxo38;405.2466601;543.0190494;439.9936702;586.4473668;597.7224775;480.352876;528.2994717;517.1387981;444.945289
Spink10;24.48620303;14.02632231;33.44981119;24.27218741;10.57915889;27.11669461;24.22003309;23.50630901;33.23242822
2700046A07Rik;11.01879136;32.06016528;38.59593599;8.612711662;21.15831779;17.15545986;10.59626448;22.56605665;20.30870614
Gm50128;1.224310151;1.001880165;1.2865312;3.13189515;2.115831779;2.767009654;0;0;0
Apcdd1;848.4469348;847.5906196;824.6664989;627.9449776;495.1046362;567.2369791;320.9154384;292.418484;353.5561114
Napg;323.2178799;209.3929545;252.1601151;259.9472974;274.0002153;263.4193191;286.0991409;268.912175;259.3975647
Piezo2;71.00998877;47.08836775;105.4955584;64.98682436;79.3436917;68.06843749;56.00882652;70.51892702;111.6978838
Txnl1;2296.805844;2481.657169;2308.036972;2742.757178;2312.604134;2530.153628;2773.193789;2407.046042;3067.53775
Wdr7;236.2918592;253.4756817;283.0368639;294.3981441;288.8110378;280.5747789;414.7680666;328.1480737;245.5507197
St8sia3os;0;1.001880165;0;0.782973787;1.057915889;0.553401931;0;1.88050472;3.692492025
St8sia3;2.448620303;0;5.146124798;1.565947575;1.057915889;2.767009654;6.055008272;5.641514161;1.846246012
Onecut2;105.290673;78.14665287;99.06290236;61.07195542;69.8224487;80.24327997;75.6876034;126.9340686;91.38917762
Fech;1791.165751;1128.117066;869.6950909;1641.896032;726.788216;920.307411;1058.112696;749.3811311;861.2737648
Nars;1972.363654;1923.609917;1940.089049;2033.382926;1724.4029;1794.12906;1899.758845;1732.8851;1492.689901
Atp8b1;11.01879136;7.013161155;12.865312;7.046764087;1.057915889;2.213607723;0;5.641514161;2.769369019
Gm50353;1.224310151;0;5.146124798;2.348921362;0;0.553401931;0;1.88050472;0
A330084C13Rik;1.224310151;4.00752066;9.005718397;7.829737875;2.115831779;9.961234755;6.055008272;6.581766522;3.692492025
Nedd4l;315.872019;293.5508883;249.5870527;204.3561585;217.9306732;226.3413897;228.5765623;248.2266231;235.3963666
Gm29966;1.224310151;5.009400825;3.859593599;0;0;2.767009654;0;4.701261801;4.615615031
Alpk2;1.224310151;2.00376033;5.146124798;0;2.115831779;1.106803862;0;0;1.846246012
Malt1;82.02878013;90.16921485;63.04002878;61.85492921;68.76453281;68.06843749;34.81629756;86.50321714;38.77116626
Gm41760;13.46741166;8.01504132;11.5787808;14.09352817;14.81082245;11.06803862;10.59626448;14.1037854;12.92372209
Zfp532;2459.639094;2277.273615;2476.572559;2220.513661;2296.735396;2556.71692;2063.244069;2065.734435;1863.78535
Gm50115;9.79448121;4.00752066;2.573062399;2.348921362;4.231663557;9.407832824;3.027504136;4.701261801;3.692492025
AC132307.1;24.48620303;37.0695661;55.32084158;35.23382044;40.2008038;39.29153709;18.16502482;36.66984205;45.2330273
Oacyl;2.448620303;6.01128099;0;1.565947575;9.521243004;5.534019308;7.56876034;4.701261801;1.846246012
Sec11c;351.3770134;294.5527685;342.2172991;316.3214101;193.5986077;270.0601422;329.9979508;330.9688308;325.8624212
Grp;1.224310151;0;0;0;0;1.106803862;1.513752068;2.820757081;7.38498405
Rax;0;0;0;4.697842725;0;6.087421239;6.055008272;1.88050472;2.769369019
Lman1;1882.989013;2192.113801;2006.988671;2485.158801;2631.036817;2267.287711;2260.031838;2298.917021;1756.703081
Ccbe1;51.42102635;57.1071694;88.77065277;45.41247967;51.83787858;52.0197815;110.503901;69.57867466;39.69428927
Pmaip1;1177.786366;1029.93281;989.3424924;408.7123171;476.0621502;463.1974161;163.4852233;158.9026489;144.007189
Gm9926;1.224310151;3.005640495;7.719187197;3.13189515;2.115831779;9.407832824;4.541256204;0;2.769369019
Mc4r;0;7.013161155;0;2.348921362;1.057915889;2.213607723;0;2.820757081;3.692492025
Gm50166;2.448620303;2.00376033;1.2865312;0.782973787;0;1.106803862;4.541256204;5.641514161;0.923123006
Gnal;700.3054065;490.9212808;593.090883;96.30577586;77.22785992;90.20451473;48.44006618;28.20757081;33.23242822
Chmp1b;330.5637408;283.5320867;306.1944255;305.3597771;364.9809818;364.6918724;301.2366615;316.8650454;360.0179724
Mppe1;127.3282557;136.2557024;168.5355871;205.1391323;165.0348787;171.0011966;128.6689258;130.6950781;131.0834669
Impa2;213.0299663;223.4192768;176.2547743;216.1007653;205.2356825;202.5451067;181.6502482;205.9152669;168.9315101
Cidea;3.672930454;0;1.2865312;0;2.115831779;0.553401931;1.513752068;1.88050472;1.846246012
Tubb6;586.4445625;757.4214047;613.6753822;559.0432843;461.2513278;491.4209146;417.7955708;389.2644771;478.1777172
Afg3l2;1059.028281;1106.075702;1069.107427;1255.106981;992.3251042;1097.949431;826.5086291;1054.963148;876.9668559
Prelid3a;29.38344363;25.04700412;7.719187197;18.7913709;8.463327115;25.45648882;28.76128929;17.86479484;21.23182914
Spire1;718.6700588;666.2503097;708.8786909;750.8718622;705.6298982;707.8010695;725.0872406;643.1326144;591.721847
Cep76;377.0875266;331.6223346;253.4466463;360.1679422;303.6218602;290.5360137;293.6679012;280.1952033;274.1675328
Psmg2;1137.384131;1069.006136;1006.067398;1196.383947;1166.881226;1088.541598;1238.249192;1095.394;1350.528958
Ptpn2;695.4081659;558.0472519;681.8615358;581.7495241;603.0120569;681.7911788;697.8397034;632.7898384;755.1146191
Gm26910;2.448620303;15.02820247;2.573062399;4.697842725;7.405411225;8.301028963;4.541256204;2.820757081;4.615615031
Seh1l;2160.907417;2144.023553;2192.249164;2171.186313;2223.739199;2140.558668;2182.830482;2250.023898;2095.489224
Cep192;468.9107879;524.9852064;515.899011;418.8909763;564.9270849;501.9355513;448.0706121;518.0790505;459.7152571
Ldlrad4;74.68291923;124.2331405;68.18615358;57.94006027;83.57535526;123.9620325;90.82512408;48.89312273;83.08107056
Gm41764;0;0;3.859593599;0;2.115831779;2.767009654;0;11.28302832;0
Fam210a;252.2078912;223.4192768;241.8678655;252.1175596;211.5831779;281.6815828;257.3378516;257.6291467;203.0870614
Rnmt;800.6988389;755.4176444;896.7122461;945.0493615;752.1781973;885.4430893;770.4998026;830.2428341;719.1128218
Mc5r;8.570171059;1.001880165;2.573062399;0.782973787;0;3.320411585;0;0;4.615615031
Mc2r;0;0;0;6.2637903;0;0;0;12.22328068;0
Gm50260;2.448620303;0;10.2922496;2.348921362;0;1.106803862;0;0;2.769369019
Tcf4;3582.331503;3479.529813;3091.534472;3200.013869;3048.913593;3308.236743;3315.117029;2974.958468;2675.210472
Ccdc68;44.07516545;53.09964874;32.16327999;21.92326605;8.463327115;22.13607723;3.027504136;4.701261801;11.07747607
Rab27b;52.6453365;50.09400825;56.60737278;51.67626997;24.33206545;44.27215447;43.89880997;39.49059913;40.61741227
4930503L19Rik;145.692908;111.2086983;146.6645567;162.8585478;177.7298694;146.0981097;169.5402316;188.050472;139.3915739
Stard6;44.07516545;24.04512396;24.44409279;21.14029226;24.33206545;34.31091971;21.19252895;21.62580429;38.77116626
Poli;111.4122238;134.2519421;141.5184319;214.5348178;126.9499067;180.9624314;186.1915044;164.544163;204.9333074
Mbd2;475.0323387;398.7483057;434.8475454;466.6523773;427.3980193;498.0617378;475.3181494;537.82435;521.5644985
Dcc;0;2.00376033;10.2922496;12.5275806;1.057915889;1.660205793;6.055008272;7.522018882;2.769369019
Mex3c;285.2642652;268.5038842;276.6042079;379.7422869;287.7531219;313.2254929;345.1354715;349.773878;300.014977
Smad4;475.0323387;428.8047106;429.7014206;371.9125491;428.4559352;430.5467022;541.9232404;523.7205646;468.0233642
Gm32548;0;12.02256198;0;0;0;1.660205793;0;0;1.846246012
Elac1;79.58015983;63.11845039;65.61309118;86.91009041;85.69118704;57.55380081;83.25636374;84.62271242;61.84924142
Me2;521.5561244;494.9288015;490.168387;465.0864298;484.5254773;488.100503;551.0057528;461.6639089;480.9470862
Mapk4;40.40223499;47.08836775;34.73634239;39.14868937;20.1004019;24.90308689;27.24753722;18.8050472;18.46246012
Ska1;1418.975465;1393.615309;1415.184319;1290.340802;1429.244367;1382.398023;1267.010481;1257.117406;1450.226243
Cxxc1;2932.222812;3033.693139;3159.720626;2933.019808;3111.330631;2320.967698;2570.351012;2978.719477;2817.371415
Mbd1;799.4745288;742.3932022;934.0216509;721.9018321;713.0353094;698.3932367;684.2159348;698.6075036;513.2563915
Cfap53;4.897240605;2.00376033;7.719187197;6.2637903;3.173747668;2.213607723;4.541256204;0;0.923123006
Myo5b;28.15913348;64.12033056;42.45552958;40.71463695;49.7220468;75.26266259;31.78879343;49.83337509;40.61741227
Acaa2;220.3758272;222.4173966;276.6042079;233.3261887;274.0002153;188.7100584;269.4478681;276.4341939;298.168731
Lipg;64.88843802;92.17297518;217.4237727;47.76140104;53.95371036;23.2428811;30.27504136;24.44656137;17.53933712
9030625G05Rik;3.672930454;3.005640495;7.719187197;3.13189515;6.347495336;3.320411585;0;1.88050472;0.923123006
Rpl17;6715.34118;6320.861961;6114.882791;6272.403011;5767.757429;6155.489677;6439.501297;5112.152083;7286.209888
BC031181;1869.521601;1969.696404;1803.716742;1621.538714;1915.885676;1785.274629;1516.779572;1666.127182;1609.0034
Dym;159.1603197;172.3233884;158.2433375;158.9436789;154.4557198;135.0300711;133.210182;124.1133115;132.9297129
Smad7;42.85085529;57.1071694;57.89390398;35.23382044;39.14288791;65.85482977;54.49507445;63.9371605;46.15615031
Ctif;184.8708328;287.5396073;144.0914943;202.0072372;204.1777666;200.8849009;255.8240995;205.9152669;219.7032755
Zbtb7c;1.224310151;9.016921485;2.573062399;25.83813499;20.1004019;15.49525406;9.082512408;3.761009441;1.846246012
BC026513;3.672930454;8.01504132;1.2865312;4.697842725;7.405411225;12.17484248;6.055008272;3.761009441;11.07747607
Smad2;254.6565115;198.3722727;236.7217407;263.8621664;302.5639444;304.371062;263.3928598;246.3461184;240.9351046
Ier3ip1;1723.828693;1655.106033;1533.54519;1485.301275;1543.499283;1509.127065;1344.211836;1400.976017;1735.471252
Hdhd2;352.6013236;392.7370247;383.3862975;376.6103918;424.2242716;454.8963871;425.3643311;333.7895879;468.0233642
Katnal2;66.11274817;91.17109501;52.74777918;64.98682436;132.2394862;75.81606452;78.71510754;58.29564633;119.0828678
Pias2;664.8004121;704.321756;634.2598814;698.4126184;700.3403187;684.5581884;635.7758686;631.8495861;511.4101454
Loxhd1;0;0;1.2865312;1.565947575;0;4.980617378;0;1.88050472;0
Rnf165;520.3318143;429.8065908;430.9879518;457.2566919;523.6683652;603.7615065;608.5283314;568.8526779;528.9494826
8030462N17Rik;194.6653141;163.3064669;113.2147456;165.9904429;147.0503086;150.5253252;154.4027109;145.7391158;118.1597448
A330094K24Rik;3.672930454;1.001880165;9.005718397;10.17865924;7.405411225;8.854430893;9.082512408;17.86479484;7.38498405
Haus1;200.7868648;183.3440702;200.6988671;232.5432149;158.6873834;214.7199492;204.3565292;182.4089579;227.0882595
Atp5a1;9112.540456;9901.58167;9983.482108;10994.51792;11138.7964;10529.02514;10974.70249;11480.48132;11053.47488
Epg5;34.28068424;37.0695661;38.59593599;27.40408256;30.67956079;40.39834095;51.46757031;46.07236565;37.84804325
Slc14a1;4.897240605;16.03008264;14.15184319;18.7913709;3.173747668;11.06803862;9.082512408;10.34277596;7.38498405
Slc14a2;2.448620303;14.02632231;6.432655998;6.2637903;6.347495336;2.767009654;3.027504136;1.88050472;0
