Gene;P-I;P-II;P-III;A-I;A-II;A-III;S-I;S-II;S-III
Pclo;61.21550756;38.07144627;48.88818558;39.14868937;25.38998134;52.0197815;52.98132238;34.78933733;36.00179724
Gm3510;1.224310151;1.001880165;5.146124798;3.13189515;3.173747668;5.534019308;4.541256204;3.761009441;0
Cacna2d1;467.6864778;503.945723;514.6124798;772.0121545;692.9349075;755.3936356;519.2169593;606.4627723;518.7951295
Gm43000;1.224310151;1.001880165;0;0;3.173747668;1.660205793;0;5.641514161;0
Hgf;0;4.00752066;3.859593599;5.480816512;4.231663557;3.320411585;1.513752068;0;0
Sema3c;35.50499439;40.0752066;37.30940479;158.1607051;140.7028133;157.1661484;233.1178185;225.6605665;119.0828678
Cd36;4.897240605;8.01504132;1.2865312;22.70623984;46.54829913;45.37895833;246.7415871;297.1197458;282.4756399
Gnai1;306.0775378;255.4794421;186.5470239;168.3393643;231.6835798;205.8655183;202.8427771;177.7076961;149.545927
4921504A21Rik;8.570171059;6.01128099;15.43837439;3.13189515;2.115831779;4.980617378;7.56876034;1.88050472;2.769369019
Magi2;53.86964666;72.13537188;41.16899838;38.36571559;75.11202814;66.96163363;49.95381825;49.83337509;39.69428927
Gm29254;1.224310151;6.01128099;1.2865312;2.348921362;3.173747668;0;3.027504136;0.94025236;1.846246012
Phtf2;449.3218255;302.5678098;321.6327999;325.7170956;299.3901967;379.6337246;275.5028764;302.76126;252.9357037
Tmem60;688.062305;611.1469006;577.6525086;614.6344232;613.5912158;529.0522459;628.2071082;571.673435;717.2665758
Rsbn1l;293.8344363;273.513285;351.2230175;349.2063092;280.3477107;355.8374415;345.1354715;288.6574746;280.6293939
A630072M18Rik;67.33705832;58.10904957;55.32084158;77.51440496;85.69118704;71.94225101;68.11884306;75.22018882;65.54173344
Ptpn12;3324.002061;2888.420516;3226.620248;3192.184132;2701.917181;3057.545668;3041.127905;2993.763515;2313.346254
Gsap;3.672930454;2.00376033;10.2922496;7.046764087;5.289579447;6.64082317;15.13752068;10.34277596;12.92372209
Fgl2;12.24310151;4.00752066;16.72490559;33.66787286;6.347495336;32.09731199;12.11001654;14.1037854;15.69309111
Fam185a;122.4310151;107.2011777;110.6416832;161.2926002;132.2394862;147.7583155;136.2376861;99.66675018;94.15854663
Lrrc17;0;1.001880165;2.573062399;4.697842725;3.173747668;11.06803862;10.59626448;15.04403776;0.923123006
Armc10;1010.055875;891.6733468;998.3482108;968.5385751;1127.738338;997.2302794;782.6098192;983.5039688;1049.590858
Napepld;134.6741166;95.17861567;162.1029311;130.7566225;115.3128319;117.3212093;130.1826779;112.8302832;91.38917762
Pmpcb;744.380572;691.2973138;569.9333214;656.1320339;638.9811972;636.9656224;632.7483644;550.9878831;642.4936123
Dnajc2;1339.395305;1163.182872;1184.895235;1330.272465;1331.916105;1292.193508;1347.239341;1140.526113;1217.599245
Psmc2;2406.993757;1912.589235;1841.026147;1540.892414;1798.457012;1736.575259;2055.675308;1931.278348;2153.645974
Reln;86.92602074;74.13913221;51.46124798;108.0503827;97.32826182;97.39873983;190.7327606;177.7076961;204.0101844
Orc5;1150.851542;1141.141508;1211.91239;1220.656135;1129.85417;1151.076016;1027.837654;1180.956964;1175.135587
6030443J06Rik;11.01879136;6.01128099;3.859593599;2.348921362;1.057915889;8.301028963;6.055008272;10.34277596;6.461861044
A930003O13Rik;1.224310151;3.005640495;1.2865312;4.697842725;2.115831779;4.427215447;0;0;0
Lhfpl3;20.81327257;20.0376033;23.15756159;10.17865924;5.289579447;10.51463669;4.541256204;3.761009441;1.846246012
5031425E22Rik;106.5149832;121.2275;129.9396512;108.0503827;150.2240563;135.0300711;131.6964299;141.9781064;129.2372209
Kmt2e;2071.532776;2125.98971;1803.716742;2158.658732;2070.341395;2406.191595;2411.407044;2234.97986;2199.802124
Srpk2;1039.439318;1140.139628;1265.9467;1192.469078;1085.421702;1187.600544;1065.681456;1249.595387;1052.360227
Gm43566;55.09395681;85.15981402;97.77637116;85.34414284;42.31663557;53.67998729;66.60509099;61.11640341;71.08047148
AI506816;2089.897428;1566.940578;2205.114476;1845.469217;1930.696498;1673.487439;1952.740168;2171.982952;1829.629798
Pus7;271.7968536;271.5095247;241.8678655;234.8921362;189.3669442;235.7492225;317.8879343;201.2140051;199.3945693
Rint1;378.3118367;358.6730991;304.9078943;349.989283;374.5022248;380.7405284;349.6767277;296.1794935;299.091854
Tomm7;2998.33556;3428.433924;3077.382629;3060.644535;2967.45407;2853.893757;2915.486483;3121.637836;3598.333478
2700038G22Rik;503.1914722;301.5659297;340.9307679;281.0875897;373.4443089;368.012284;345.1354715;343.1921115;313.8618221
Fam126a;538.6964666;647.2145866;578.9390398;865.1860352;662.2553467;525.7318343;714.4909761;693.9062418;640.6473663
Klhl7;539.9207767;559.049132;568.6467902;610.7195542;623.1124588;712.228285;826.5086291;784.1704684;638.8011203
Nupl2;293.8344363;307.5772106;302.3348319;262.2962188;341.7068323;353.0704319;325.4566946;312.1637836;380.3266786
Kcnh2;88.15033089;106.1992975;105.4955584;134.6714914;131.1815703;89.6511128;95.36638029;104.368012;104.3128997
Nos3;69.78567862;47.08836775;59.18043518;90.04198556;87.80701882;83.56369156;95.36638029;76.16044118;97.85103866
Atg9b;11.01879136;9.016921485;15.43837439;3.914868937;7.405411225;7.747627032;3.027504136;19.74529956;15.69309111
Abcb8;170.179111;134.2519421;142.8049631;111.9652516;133.2974021;137.2436788;160.4577192;134.4560875;133.8528359
Cdk5;478.7052691;391.7351445;452.8589822;345.2914403;374.5022248;370.7792937;484.4006618;405.2487673;463.4077491
Slc4a2;404.0223499;387.7276238;421.9822334;382.8741821;443.2667576;344.216001;414.7680666;464.484666;409.8666148
Fastk;215.4785866;186.3497107;240.5813343;232.5432149;230.6256639;222.4675762;233.1178185;230.3618283;270.4750408
Tmub1;79.58015983;111.2086983;97.77637116;97.08874965;158.6873834;109.5735823;130.1826779;166.4246678;144.007189
2310074N15Rik;0;0;0;2.348921362;0;0.553401931;4.541256204;1.88050472;1.846246012
Agap3;539.9207767;598.1224585;607.2427262;597.4089998;549.0583466;542.8872941;569.1707776;486.1104702;512.3332685
Abcf2;804.3717694;824.5473758;762.9130013;719.5529107;912.9814125;755.9470375;840.1323978;776.6484495;840.0419357
Chpf2;173.8520415;151.2839049;146.6645567;110.399304;137.5290656;194.7974797;157.4302151;205.9152669;194.7789543
Smarcd3;166.5061806;183.3440702;151.8106815;294.3981441;277.173963;277.2543673;224.0353061;170.1856772;216.9339065
Nub1;415.0411413;392.7370247;402.6842655;422.0228715;461.2513278;435.5273196;334.539207;399.6072531;381.2498016
Gm26648;23.26189287;26.04888429;18.01143679;28.18705635;20.1004019;43.16535061;27.24753722;16.92454248;2.769369019
Wdr86;66.11274817;75.14101237;72.04574717;80.64630011;96.27034593;100.1657495;75.6876034;97.78624546;72.00359449
Crygn;1.224310151;12.02256198;9.005718397;7.829737875;1.057915889;2.767009654;0;4.701261801;2.769369019
Rheb;1297.76876;1092.04938;1384.307571;1342.017072;1123.506674;1312.66938;1333.615572;1102.916019;1408.685707
Prkag2;869.2602074;788.4796898;721.7440029;468.2183249;416.8188604;443.8283485;311.832926;319.6858025;373.8648175
2900005J15Rik;33.05637408;18.03384297;23.15756159;9.39568545;26.44789723;32.09731199;10.59626448;16.92454248;7.38498405
Galnt11;160.3846298;114.2143388;165.9625247;185.5647876;162.919047;161.0399619;133.210182;176.7674437;163.3927721
Kmt2c;353.8256337;265.4982437;330.6385183;360.1679422;372.386393;351.4102261;354.2179839;434.3965904;356.3254804
1700096K18Rik;25.71051318;33.06204544;27.01715519;23.48921362;21.15831779;26.00989075;27.24753722;39.49059913;40.61741227
Gm10062;0;0;7.719187197;0;8.463327115;9.407832824;0;0;0
Gm43972;7.345860908;2.00376033;2.573062399;10.17865924;8.463327115;5.534019308;4.541256204;5.641514161;11.07747607
Xrcc2;285.2642652;325.6110536;187.8335551;190.2626304;381.9076361;276.7009654;219.4940499;307.4625218;228.0113825
Actr3b;30.60775378;50.09400825;29.59021759;51.67626997;44.43246735;42.05854674;65.09133893;33.84908497;42.46365829
Dpp6;17.14034212;7.013161155;12.865312;7.046764087;4.231663557;8.301028963;7.56876034;41.37110385;10.15435307
Paxip1;454.2190661;450.8460742;555.7814782;561.3922056;501.4521315;510.2365802;504.0794387;576.3746968;528.0263596
Gm26608;2.448620303;1.001880165;0;3.13189515;0;1.106803862;1.513752068;0.94025236;0.923123006
Insig1;614.6036959;521.9795659;445.139795;383.6571559;417.8767763;461.5372103;423.850579;469.1859278;466.1771181
En2;8.570171059;10.01880165;3.859593599;29.75300392;37.02705613;11.06803862;10.59626448;12.22328068;6.461861044
Cnpy1;55.09395681;53.09964874;45.02859198;51.67626997;38.08497202;42.05854674;1.513752068;12.22328068;10.15435307
Rbm33;415.0411413;381.7163428;409.1169215;368.7806539;388.2551314;408.9640269;381.4655211;377.0411965;311.0924531
Shh;75.90722938;88.16545452;52.74777918;185.5647876;181.961533;211.3995376;219.4940499;233.1825853;218.7801525
9530036O11Rik;7.345860908;2.00376033;7.719187197;10.96163302;5.289579447;6.64082317;3.027504136;3.761009441;4.615615031
Rnf32;34.28068424;13.02444214;6.432655998;10.17865924;24.33206545;17.15545986;43.89880997;19.74529956;24.00119816
Lmbr1;88.15033089;94.17673551;100.3494336;63.42087679;92.03868237;83.01028963;121.1001654;109.0692738;96.92791565
Nom1;304.8532277;218.409876;299.7617695;261.513245;293.0427013;299.9438465;264.9066119;300.8807553;236.3194896
Mnx1;231.3946186;203.3816735;194.2662111;70.46764087;55.01162625;85.77729928;18.16502482;7.522018882;11.07747607
Ube3c;435.8544139;409.7689875;433.5610142;540.2519134;398.8342903;448.255564;398.1167939;451.3211329;337.8630203
Gm5129;1.224310151;0;7.719187197;0;0;2.213607723;0;0;0
Dnajb6;2324.964977;2421.544359;2605.225679;2676.987379;2499.855247;2612.057114;2493.149656;2497.310269;2640.131798
Tyms;923.1298541;1019.914008;779.6379069;1010.036186;894.9968424;930.8220477;867.379935;994.7869971;1020.050922
Gm4961;13.46741166;15.02820247;6.432655998;0.782973787;2.115831779;8.301028963;3.027504136;12.22328068;5.538738037
Garem2;9.79448121;6.01128099;6.432655998;15.65947575;1.057915889;9.407832824;7.56876034;19.74529956;7.38498405
Hadha;1608.743539;1247.340805;1213.198921;975.5853392;1081.190039;1277.805058;1259.441721;1243.953873;972.9716486
Hadhb;1643.024223;1603.008264;1892.487395;1771.869681;1750.850797;1856.110076;2028.427771;1748.86939;1765.934311
Selenoi;317.0963292;321.603533;358.9422047;349.989283;352.2859912;402.3232037;426.8780832;374.2204394;265.8594258
Otof;0;0;10.2922496;0.782973787;0;0;4.541256204;1.88050472;0
Kcnk3;17.14034212;1.001880165;5.146124798;15.65947575;32.79539257;11.62144055;1.513752068;6.581766522;4.615615031
Slc35f6;79.58015983;122.2293801;150.5241503;117.4460681;78.28577581;86.33070121;136.2376861;96.8459931;104.3128997
Cenpa;6207.252467;5951.16818;6787.738609;6193.322659;5940.197719;5415.591295;6147.347148;5419.614604;6554.173344
Dpysl5;1394.489262;1493.803326;1160.451142;1582.390024;1495.893068;1834.527401;855.2699184;882.8969663;815.1176145
Mapre3;418.7140717;416.7821486;541.629635;433.7674783;503.5679633;464.8576219;438.9880997;578.2552015;450.484027
Gm19409;2.448620303;1.001880165;3.859593599;6.2637903;4.231663557;0.553401931;0;3.761009441;4.615615031
Tmem214;418.7140717;417.7840288;339.6442367;402.4485268;380.8497202;377.9735188;363.3004963;385.5034677;366.4798335
Agbl5;162.8332501;241.4531198;159.5298687;219.2326605;155.5136357;198.1178912;163.4852233;202.1542574;195.7020773
Ost4;1021.074666;779.4627683;1103.843769;853.4414284;863.2593657;931.9288515;986.9663484;1030.516587;1002.511585
Emilin1;255.8808216;252.4738016;217.4237727;318.6703315;294.1006172;268.9533384;384.4930253;373.280187;438.483428
Khk;52.6453365;33.06204544;34.73634239;26.62110877;23.27414957;28.22349847;21.19252895;37.61009441;42.46365829
Cgref1;17.14034212;8.01504132;7.719187197;9.39568545;13.75290656;9.407832824;12.11001654;4.701261801;14.7699681
Preb;479.9295793;429.8065908;492.7414494;498.7543026;477.1200661;479.2460721;507.1069428;445.6796187;489.2551933
Slc5a6;64.88843802;101.1898967;93.91677757;106.4844351;106.8495048;110.1269842;136.2376861;101.5472549;175.3933712
Atraid;438.3030342;305.5734503;324.2058623;253.6835071;344.8805799;314.3322967;317.8879343;325.3273166;499.4095464
Cad;1152.075852;1429.682995;1479.510879;2239.305032;1558.310105;1422.796364;1814.98873;1923.756329;1926.557714
Slc30a3;106.5149832;126.2369008;109.355152;48.54437482;84.63327115;73.6024568;21.19252895;50.77362745;14.7699681
Trim54;0;0;1.2865312;0;4.231663557;0;0;0.94025236;3.692492025
Mpv17;214.2542765;189.3553512;160.8163999;143.2842031;181.961533;168.234187;122.6139175;165.4844154;219.7032755
Gtf3c2;1644.248533;1590.985702;1758.68815;1572.211365;1737.09789;1951.84861;1964.850184;1898.369515;1755.779958
Eif2b4;295.0587465;309.580971;277.8907391;316.3214101;287.7531219;332.0411585;325.4566946;278.3146986;342.4786353
Snx17;946.3917469;1005.887686;1026.651897;972.453444;959.5297116;957.3853403;1062.653952;1024.875073;1155.750004
Zfp513;624.3981771;652.2239874;795.0762813;656.1320339;722.5565524;573.3244003;676.6471744;688.2647277;693.2653777
Ppm1g;3895.754901;3859.242395;4028.129186;4130.969703;4213.678987;4120.630777;4713.82394;4227.374612;4408.835478
Gm9970;0;0;5.146124798;1.565947575;0;1.106803862;0;2.820757081;2.769369019
Nrbp1;432.1814834;442.8310329;351.2230175;561.3922056;464.4250754;546.2077057;513.1619511;468.2456754;426.4828289
Krtcap3;51.42102635;92.17297518;47.60165438;77.51440496;79.3436917;50.35957571;56.00882652;46.07236565;48.92551933
Ift172;72.23429892;53.09964874;45.02859198;60.28898164;51.83787858;50.91297764;46.92631411;54.53463689;65.54173344
Fndc4;593.7904234;669.2559502;653.5578494;789.2375778;878.0701882;808.5202209;812.8848605;899.8215087;932.3542363
Zfp512;390.5549383;339.6373759;319.0597375;354.6871257;445.3825894;343.662599;349.6767277;350.7141304;300.014977
4930548H24Rik;0;0;6.432655998;0.782973787;7.405411225;4.427215447;0;0.94025236;1.846246012
Gpn1;737.0347111;677.2709915;666.4231614;624.8130824;676.0082533;656.33469;687.2434389;602.7017629;672.0335485
Supt7l;536.2478463;469.8817974;558.3545406;534.7710968;389.3130473;515.7705995;417.7955708;432.5160857;492.0245623
Slc4a1ap;990.4669124;780.4646485;927.5889949;791.5864991;917.2130761;791.3647611;921.8750094;783.2302161;779.1158172
Gm43660;0;0;10.2922496;3.914868937;0;2.767009654;0;0;0
AI839979;13.46741166;3.005640495;1.2865312;6.2637903;0;2.767009654;3.027504136;0;0
Mrpl33;526.453365;698.310475;730.7497213;518.3286473;628.4020383;614.8295452;661.5096537;583.8967157;770.8077102
Rbks;28.15913348;14.02632231;7.719187197;19.57434469;31.73747668;15.49525406;40.87130584;31.02832789;26.77056718
Babam2;462.7892372;371.6975412;294.6156447;357.0360471;444.3246735;345.3228048;405.6855542;408.0695243;436.6371819
Fosl2;35.50499439;51.09588841;61.75349758;57.94006027;93.09659826;63.64122205;54.49507445;38.55034677;41.54053528
Plb1;13.46741166;5.009400825;6.432655998;12.5275806;9.521243004;8.854430893;4.541256204;3.761009441;2.769369019
Ppp1cb;8881.145837;8499.951319;9304.193635;8636.98385;7663.542702;8431.631818;7284.174951;7400.726327;7274.209289
Yes1;69.78567862;37.0695661;105.4955584;73.59953602;53.95371036;93.52492631;63.57758686;59.23589869;45.2330273
Pisd;393.0035586;324.6091734;324.2058623;313.189515;289.8689537;358.6044512;345.1354715;341.3116068;366.4798335
Prr14l;553.3881884;579.0867353;551.9218846;516.7626997;626.2862065;663.5289151;659.9959017;589.5382299;523.4107445
Depdc5;95.4961918;128.2406611;77.19187197;113.5311992;102.6178413;114.5541997;81.74261167;95.90574074;83.08107056
Ywhah;4248.356225;4647.722085;4288.008488;4739.340336;4426.320081;4179.844784;4114.378121;4317.638838;4823.317707
Spon2;23.26189287;30.05640495;16.72490559;21.14029226;9.521243004;20.47587144;27.24753722;29.14782317;28.61681319
Ctbp1;4969.474904;4444.340412;4846.363029;5224.784084;4955.278026;4314.874855;4394.422254;5125.315616;5469.503812
Gm20465;0;6.01128099;0;0;0;1.660205793;0;3.761009441;0
Maea;1636.902672;1679.151156;1768.980399;1857.213824;1577.352591;1623.127863;1606.090944;1605.010779;1755.779958
Uvssa;121.206705;142.2669834;167.2490559;169.1223381;140.7028133;148.3117175;134.7239341;135.3963399;154.161542
Fam53a;372.190286;324.6091734;405.2573279;376.6103918;290.9268696;387.3813516;392.0617856;345.0726162;391.4041546
Gm9903;1.224310151;1.001880165;0;0.782973787;3.173747668;2.213607723;1.513752068;4.701261801;2.769369019
Slbp;2930.998502;3048.721342;2912.706636;3245.426349;3066.898163;3225.779855;3517.959806;3295.584523;3579.871018
Tmem129;94.27188165;148.2782644;132.5127136;135.4544652;126.9499067;115.6610035;124.1276696;119.4120497;101.5435307
Tacc3;1854.829879;1793.365495;1703.367308;1741.333703;2021.677265;1707.244957;1743.842382;1659.545416;1941.327682
Fgfr3;28.15913348;31.05828511;20.58449919;38.36571559;24.33206545;18.81566565;40.87130584;47.01261801;37.84804325
Letm1;393.0035586;398.7483057;367.9479231;379.7422869;448.5563371;393.4687728;419.3093228;369.5191776;357.2486034
Nsd2;2114.383631;1979.715206;2458.561122;2535.269124;2221.623368;2495.289306;2623.332334;2872.47096;2440.737228
Nelfa;703.978337;660.2390287;769.3456573;789.2375778;673.8924215;707.8010695;844.673654;755.9628976;795.7320314
Gm42849;1.224310151;1.001880165;0;2.348921362;3.173747668;1.660205793;3.027504136;0;0.923123006
Gm42851;13.46741166;16.03008264;18.01143679;16.44244954;14.81082245;16.60205793;10.59626448;22.56605665;12.00059908
Gm1673;408.9195905;465.8742767;407.8303903;431.4185569;496.1625521;453.2361814;531.3269759;492.6922368;684.9572706
Nat8l;200.7868648;151.2839049;213.5641791;148.7650196;231.6835798;214.1665472;317.8879343;266.0914179;365.5567105
Poln;6.121550756;4.00752066;12.865312;8.612711662;4.231663557;2.767009654;7.56876034;1.88050472;3.692492025
Haus3;263.2266825;240.4512396;299.7617695;294.3981441;296.216449;285.5553963;267.934116;267.9719227;290.783747
Mxd4;227.7216881;246.4625206;207.1315231;198.0923682;233.7994115;249.0308689;311.832926;282.0757081;313.8618221
Zfyve28;0;1.001880165;2.573062399;1.565947575;14.81082245;3.320411585;4.541256204;7.522018882;8.308107056
Gm15513;1.224310151;4.00752066;2.573062399;9.39568545;22.21623368;6.64082317;30.27504136;13.16353304;4.615615031
Rnf4;804.3717694;886.663946;822.0934365;896.5049867;898.1705901;878.8022662;738.7110092;940.2523602;888.044332
Fam193a;2320.067737;2152.038594;2090.613199;2239.305032;2206.812545;2219.141743;2341.774449;2140.014372;2133.337267
Tnip2;23.26189287;39.07332643;24.44409279;14.87650196;19.04248601;18.26226372;24.22003309;24.44656137;11.07747607
Sh3bp2;84.47740044;77.1447727;39.88246719;98.65469722;110.0232525;99.05894562;74.17385133;87.4434695;72.92671749
Add1;2408.218068;1851.474545;2785.340047;2338.742703;1685.260012;2040.392919;2381.132003;2083.59923;2264.420734
Mfsd10;1607.519229;1588.981942;1623.602374;1476.688563;1425.012703;1546.204995;1474.394514;1474.315701;1754.856835
Nop14;609.7064553;737.3838014;653.5578494;696.0636971;729.9619636;702.8204522;882.5174557;690.1452324;637.8779973
Grk4;1.224310151;7.013161155;7.719187197;14.09352817;8.463327115;8.854430893;3.027504136;4.701261801;5.538738037
Htt;226.497378;243.4568801;204.5584607;203.5731847;222.1623368;213.6131453;231.6040664;200.2737527;190.1633393
Msantd1;7.345860908;7.013161155;16.72490559;14.09352817;2.115831779;7.747627032;12.11001654;6.581766522;12.00059908
Rgs12;555.8368087;571.071694;494.0279806;515.1967522;525.784197;582.7322332;576.7395379;550.9878831;499.4095464
Hgfac;0;0;0;2.348921362;2.115831779;2.767009654;1.513752068;1.88050472;1.846246012
Dok7;59.99119741;19.03572313;20.58449919;10.17865924;8.463327115;17.70886179;1.513752068;11.28302832;15.69309111
Lrpap1;249.7592709;248.4662809;250.8735839;285.7854324;248.610234;224.127782;354.2179839;267.0316703;393.2504006
Adra2c;1.224310151;5.009400825;2.573062399;0;1.057915889;2.213607723;0;0;2.769369019
Cpz;6.121550756;12.02256198;16.72490559;10.17865924;31.73747668;17.15545986;9.082512408;15.98429012;26.77056718
Trmt44;74.68291923;83.15605369;69.47268477;72.03358845;69.8224487;65.30142784;63.57758686;67.69816994;71.08047148
Acox3;48.97240605;68.12785122;56.60737278;37.5827418;43.37455146;37.6313313;51.46757031;39.49059913;41.54053528
Htra3;71.00998877;49.09212808;95.20330877;33.66787286;20.1004019;32.09731199;21.19252895;7.522018882;16.61621411
Sh3tc1;15.91603197;18.03384297;11.5787808;23.48921362;19.04248601;17.15545986;25.73378516;21.62580429;25.84744417
Ablim2;62.43981771;94.17673551;87.48412157;20.35731847;19.04248601;20.47587144;1.513752068;7.522018882;2.769369019
Afap1;532.5749158;685.2860328;577.6525086;576.2687076;760.6415244;666.2959247;487.4281659;692.9659895;658.1867034
Sorcs2;24.48620303;26.04888429;38.59593599;32.88489907;46.54829913;54.78679115;24.22003309;40.43085149;54.46425737
2210406O10Rik;14.69172182;12.02256198;5.146124798;16.44244954;12.69499067;20.47587144;7.56876034;17.86479484;1.846246012
Grpel1;2755.92215;2581.845185;2849.666607;3506.939594;3174.805584;3059.759276;3487.684765;3029.493105;3182.928125
Tada2b;319.5449495;354.6655784;346.0768927;443.9461375;386.1392996;393.4687728;373.8967608;400.5475055;315.7080681
Ccdc96;28.15913348;21.03948346;6.432655998;15.65947575;11.63707478;18.26226372;9.082512408;24.44656137;13.84684509
Tbc1d14;127.3282557;180.3384297;124.7935264;125.275806;152.3398881;121.1950229;155.916463;126.9340686;132.9297129
D5Ertd579e;1547.528031;1482.782644;1388.167164;1230.05182;1319.221114;1399.000081;1244.3042;1447.048382;1199.136785
Bloc1s4;301.1802972;282.5302065;298.4752383;275.6067732;333.2435051;293.8564253;287.6128929;225.6605665;338.7861433
Mrfap1;6772.883757;7760.563758;7418.138896;7583.101132;7742.886394;7363.01269;8352.883911;7719.471877;8371.802543
Man2b2;42.85085529;30.05640495;15.43837439;9.39568545;29.6216449;14.3884502;28.76128929;10.34277596;23.07807516
Ppp2r2c;37.95361469;22.04136363;27.01715519;57.15708649;76.16994403;45.37895833;12.11001654;12.22328068;14.7699681
Wfs1;71.00998877;89.16733468;97.77637116;64.20385057;61.35912158;65.30142784;69.63259513;89.32397422;96.92791565
Jakmip1;2.448620303;10.01880165;20.58449919;4.697842725;0;1.660205793;9.082512408;7.522018882;1.846246012
Crmp1;542.369397;631.1845039;533.9104478;335.112781;289.8689537;309.9050813;361.7867443;409.0097767;335.0936513
Evc;233.8432389;218.409876;245.7274591;183.2158663;315.258935;333.7013643;273.9891243;290.5379793;295.399362
Evc2;429.7328631;453.8517147;478.5896062;436.8993734;399.8922062;397.8959883;325.4566946;410.8902814;384.9422936
Stk32b;6.121550756;5.009400825;14.15184319;10.17865924;3.173747668;3.320411585;1.513752068;16.92454248;4.615615031
Cytl1;12.24310151;23.04324379;16.72490559;3.13189515;4.231663557;9.961234755;4.541256204;5.641514161;7.38498405
Msx1;1196.151018;967.8162393;1066.534364;204.3561585;183.0194489;181.5158333;360.2729922;420.292805;435.7140589
Gm20052;19.58896242;17.0319628;14.15184319;2.348921362;2.115831779;5.534019308;7.56876034;7.522018882;12.00059908
Stx18;233.8432389;244.4587602;241.8678655;179.3009973;278.2318789;203.0985086;224.0353061;249.1668755;324.9392982
Nsg1;547.2666376;527.9908469;465.7242942;353.9041519;404.1238697;395.1289786;382.9792732;321.5663072;411.7128608
Zbtb49;6.121550756;4.00752066;18.01143679;10.17865924;4.231663557;7.747627032;16.65127275;11.28302832;6.461861044
Lyar;1598.949058;1599.000743;1413.897788;1609.794107;1383.753983;1534.030152;1419.89944;1263.699172;1180.674325
Tmem128;257.1051318;222.4173966;266.3119583;212.9688702;224.2781685;213.6131453;148.3477027;214.3775381;249.2432117
Otop1;30.60775378;31.05828511;32.16327999;10.96163302;7.405411225;23.2428811;1.513752068;0.94025236;5.538738037
Drd5;8.570171059;10.01880165;6.432655998;2.348921362;1.057915889;0.553401931;3.027504136;0;0.923123006
Slc2a9;7.345860908;9.016921485;5.146124798;0.782973787;4.231663557;2.213607723;1.513752068;3.761009441;1.846246012
Wdr1;3114.645025;3322.234627;3181.591656;3005.053396;3153.647266;2878.243442;2759.57002;2596.977019;2754.599051
Zfp518b;619.5009365;604.1337395;522.331667;609.9365804;605.1278887;561.7029598;569.1707776;603.6420153;511.4101454
Hs3st1;37.95361469;35.06580577;12.865312;16.44244954;8.463327115;13.83504827;16.65127275;9.402523602;24.00119816
Rab28;216.7028968;172.3233884;195.5527423;229.4113197;208.4094302;173.2148044;168.0264796;236.9435948;248.3200887
Bod1l;347.704083;374.7031817;364.0883295;368.7806539;373.4443089;424.459281;284.5853888;282.0757081;237.2426126
Gm16223;4.897240605;3.005640495;1.2865312;3.914868937;5.289579447;2.213607723;1.513752068;3.761009441;0.923123006
Cpeb2;30.60775378;30.05640495;50.17471678;27.40408256;23.27414957;29.33030233;9.082512408;56.41514161;22.15495215
C1qtnf7;1.224310151;0;0;0;1.057915889;1.660205793;3.027504136;0.94025236;5.538738037
Cc2d2a;88.15033089;85.15981402;79.76493437;68.9016933;98.38617771;70.28204522;113.5314051;89.32397422;55.38738037
Fbxl5;642.7628294;723.3574791;541.629635;633.4257941;623.1124588;574.9846061;644.858381;699.547756;620.3386602
Bst1;1.224310151;0;0;0.782973787;1.057915889;1.106803862;0;2.820757081;2.769369019
Cd38;171.4034212;180.3384297;192.9796799;209.836975;202.0619349;221.9141743;181.6502482;258.5693991;223.3957675
Gm7879;56.31826696;41.07708676;34.73634239;42.28058452;66.64870103;60.32081046;59.03633065;44.19186093;82.15794755
Fgfbp1;31.83206393;61.11469006;59.18043518;40.71463695;33.85330846;40.95174288;48.44006618;31.96858025;37.84804325
Prom1;465.2378575;488.9175205;418.1226398;562.9581532;532.1316923;548.4213135;425.3643311;430.635581;403.4047537
Gm42716;2.448620303;2.00376033;9.005718397;3.914868937;1.057915889;3.320411585;3.027504136;1.88050472;0
Gm16401;8.570171059;6.01128099;5.146124798;3.13189515;4.231663557;10.51463669;10.59626448;3.761009441;1.846246012
Tapt1;397.9007992;406.763347;437.4206078;446.2950589;375.5601407;325.4003353;378.438017;356.3556445;273.2444098
Gm42984;18.36465227;13.02444214;28.30368639;18.00839711;12.69499067;15.49525406;25.73378516;23.50630901;22.15495215
Ldb2;171.4034212;243.4568801;284.3233951;371.9125491;330.0697575;310.4584832;507.1069428;660.9974092;499.4095464
Gm3364;18.36465227;8.01504132;7.719187197;9.39568545;17.98457012;14.3884502;16.65127275;28.20757081;14.7699681
D5Ertd615e;0;0;0;0.782973787;0;0.553401931;1.513752068;9.402523602;0
Qdpr;1774.025409;1747.279008;2006.988671;1812.584318;1894.727358;1670.167027;1777.144928;1917.174563;2194.263386
Lap3;1132.48689;1126.113305;923.7294013;1283.294038;1438.76561;1258.435991;1484.990779;1368.067184;1484.381794
Med28;951.2889875;1169.194153;1282.671606;1123.567385;1196.502871;1012.172131;1077.791472;1022.994568;1425.301922
Fam184b;7.345860908;10.01880165;16.72490559;10.17865924;19.04248601;13.28164634;7.56876034;7.522018882;14.7699681
9630001P10Rik;1.224310151;1.001880165;0;3.13189515;1.057915889;2.767009654;0;0;1.846246012
