sample,Gene,Z-score,group,replicate
P-II,P3h4,0.800491906469804,Posterior,2
P-II,P4ha1,1.0199648298474158,Posterior,2
P-II,P4ha2,0.7007766211425348,Posterior,2
P-II,P4hb,1.9142015824429908,Posterior,2
P-II,P4htm,0.38683063075318297,Posterior,2
P-II,Pa2g4,-1.9781010199800082,Posterior,2
P-II,Paat,-1.718869583336199,Posterior,2
P-II,Pabir1,1.2824249346284384,Posterior,2
P-II,Pabpc1,-0.9102262082139249,Posterior,2
P-II,Pabpc4,0.7002924046007478,Posterior,2
P-II,Pabpc4l,-1.4679145918016658,Posterior,2
P-II,Pabpn1,-1.2288569792833355,Posterior,2
P-II,Pabpn1.1,-0.6364478169816805,Posterior,2
P-II,Pacc1,1.2998457960068515,Posterior,2
P-II,Pacrgl,0.9156818782183943,Posterior,2
P-II,Pacs1,-1.8395595802377762,Posterior,2
P-II,Pacs2,-2.3889590960857614,Posterior,2
P-II,Pacsin1,1.1573871695407516,Posterior,2
P-II,Pacsin2,1.4621016166251128,Posterior,2
P-II,Pacsin3,1.6617211359623913,Posterior,2
P-II,Padi2,1.811807554950911,Posterior,2
P-II,Padi4,2.5563552305321053,Posterior,2
P-II,Paf1,1.4448924579588815,Posterior,2
P-II,Pafah1b1,-0.8817189940433245,Posterior,2
P-II,Pafah1b2,-0.9655351058806536,Posterior,2
P-II,Pafah1b3,0.8554121010073387,Posterior,2
P-II,Pafah2,-0.23532537391388772,Posterior,2
P-II,Pag1,-0.02609024243498555,Posterior,2
P-II,Pagr1a,0.4901444780380543,Posterior,2
P-II,Paics,-1.2981220377048142,Posterior,2
P-II,Paip1,-1.4522522108943894,Posterior,2
P-II,Paip2,1.8363397511671091,Posterior,2
P-II,Paip2b,-0.3866342577931031,Posterior,2
P-II,Pak1,0.9693350486620783,Posterior,2
P-II,Pak1ip1,1.1083502253561004,Posterior,2
P-II,Pak2,-0.5530125552668282,Posterior,2
P-II,Pak3,0.23953167482136603,Posterior,2
P-II,Pak4,-0.2539901636614364,Posterior,2
P-II,Pakap,0.032566099229566055,Posterior,2
P-II,Pakap.1,-1.4122380503412584,Posterior,2
P-II,Palb2,1.4223287052274962,Posterior,2
P-II,Pald1,-1.5642724566976052,Posterior,2
P-II,Palld,-1.1950298832012731,Posterior,2
P-II,Palm,0.2515765719264733,Posterior,2
P-II,Palm3,1.544181188587668,Posterior,2
P-II,Pals1,1.0187197709827258,Posterior,2
P-II,Pals2,-1.6139353279621933,Posterior,2
P-II,Pam,1.802414226390066,Posterior,2
P-II,Pam16,-0.5261901542764554,Posterior,2
P-II,Pamr1,-0.5368585480153067,Posterior,2
P-II,Pan2,-1.4784508178510978,Posterior,2
P-II,Pan3,1.9829813806449268,Posterior,2
P-II,Pank1,0.9958127609012991,Posterior,2
P-II,Pank2,1.038058174695084,Posterior,2
P-II,Pank3,-1.1645236747699248,Posterior,2
P-II,Pank4,-0.9170157643992531,Posterior,2
P-II,Panx1,-1.578393095955154,Posterior,2
P-II,Paox,1.5344801212035313,Posterior,2
P-II,Papln,-0.3529269759669597,Posterior,2
P-II,Papola,0.05092173880973681,Posterior,2
P-II,Papolg,-1.5094550176489017,Posterior,2
P-II,Pappa,-1.3863463601493011,Posterior,2
P-II,Papss1,1.058650375272038,Posterior,2
P-II,Papss2,1.715355243557777,Posterior,2
P-II,Paqr3,0.7571830870063957,Posterior,2
P-II,Paqr4,0.9820365731911133,Posterior,2
P-II,Pard3,-2.303871792101478,Posterior,2
P-II,Pard3b,-0.8369240029569227,Posterior,2
P-II,Pard6b,1.2543303809050594,Posterior,2
P-II,Pard6g,-1.846035809289921,Posterior,2
P-II,Parg,-2.175278205980418,Posterior,2
P-II,Park7,1.5075717808910343,Posterior,2
P-II,Parl,-0.5457620195577766,Posterior,2
P-II,Parn,1.8152738560245607,Posterior,2
P-II,Parp1,0.06381010167802413,Posterior,2
P-II,Parp10,1.5514207041577515,Posterior,2
P-II,Parp12,0.7109984486050498,Posterior,2
P-II,Parp16,-0.543142361136272,Posterior,2
P-II,Parp2,-0.1995288170927627,Posterior,2
P-II,Parp4,-0.21172221941210673,Posterior,2
P-II,Parp8,-0.306197666390229,Posterior,2
P-II,Parp9,-0.729861794867314,Posterior,2
P-II,Parpbp,1.0558635582103004,Posterior,2
P-II,Pars2,-0.4702013460170373,Posterior,2
P-II,Parva,0.16265187092679728,Posterior,2
P-II,Parvb,-0.3338164774179422,Posterior,2
P-II,Parvg,1.6787303516515744,Posterior,2
P-II,Pask,-0.5889558659434204,Posterior,2
P-II,Patj,-1.3459495836475628,Posterior,2
P-II,Patl1,-0.022711330515693188,Posterior,2
P-II,Patz1,0.08250565607383258,Posterior,2
P-II,Pawr,1.2615642847736328,Posterior,2
P-II,Pax1,-0.5366963280841299,Posterior,2
P-II,Pax2,1.0415538836816436,Posterior,2
P-II,Pax3,0.003541752253326649,Posterior,2
P-II,Pax9,-1.2625331660829786,Posterior,2
P-II,Paxbp1,-1.310120454917601,Posterior,2
P-II,Paxip1,-0.7427481087490294,Posterior,2
P-II,Pbdc1,-0.18709693101254374,Posterior,2
P-II,Pbk,-1.1999910560851823,Posterior,2
P-II,Pbrm1,-0.6139184076598644,Posterior,2
P-II,Pbx1,-1.1715760878284716,Posterior,2
P-II,Pbx2,-1.4013274616740872,Posterior,2
P-II,Pbx3,-0.43159175417278217,Posterior,2
P-II,Pbxip1,1.3305945029007673,Posterior,2
P-II,Pc,0.8576010186775335,Posterior,2
P-II,Pcbd1,1.472117415606347,Posterior,2
P-II,Pcbd2,-1.272750396397111,Posterior,2
P-II,Pcbp1,2.111277287381488,Posterior,2
P-II,Pcbp2,1.0700369904991787,Posterior,2
P-II,Pcbp2.1,0.3217508636994658,Posterior,2
P-II,Pcbp3,-1.006855706100174,Posterior,2
P-II,Pcbp4,-0.6586126512094862,Posterior,2
P-II,Pcca,0.6618307796864524,Posterior,2
P-II,Pccb,0.7542856063613417,Posterior,2
P-II,Pcdh1,1.671868808971195,Posterior,2
P-II,Pcdh12,0.5384988609737291,Posterior,2
P-II,Pcdh18,-0.2800278213002289,Posterior,2
P-II,Pcdh19,-1.1176721659439108,Posterior,2
P-II,Pcdh7,1.7500918265599703,Posterior,2
P-II,Pcdh8,-0.9981516706569658,Posterior,2
P-II,Pcdhga10,-1.8322753043801483,Posterior,2
P-II,Pcdhga11,1.2266879765685696,Posterior,2
P-II,Pcdhga12,0.2994225666238563,Posterior,2
P-II,Pcdhga2,-0.7085764359315792,Posterior,2
P-II,Pcdhga5,-0.29088462505901524,Posterior,2
P-II,Pcdhga7,-0.071711831048645,Posterior,2
P-II,Pcdhga9,-0.9130709517880307,Posterior,2
P-II,Pcdhgb6,-0.1156187078584902,Posterior,2
P-II,Pcdhgb7,1.0246102737358385,Posterior,2
P-II,Pcdhgc3,-1.5870078519551492,Posterior,2
P-II,Pcdhgc4,0.74859144890411,Posterior,2
P-II,Pced1b,0.7617510884846499,Posterior,2
P-II,Pcf11,-0.48463167821309144,Posterior,2
P-II,Pcgf1,0.23345339150283761,Posterior,2
P-II,Pcgf2,-0.4879603874552934,Posterior,2
P-II,PcgF3,-0.7120135923825195,Posterior,2
P-II,Pcgf5,1.3091904123028912,Posterior,2
P-II,Pcgf6,-0.24689162715365728,Posterior,2
P-II,Pcid2,-0.6002935971260738,Posterior,2
P-II,Pcif1,-1.164463033992315,Posterior,2
P-II,Pck2,-1.1060307872214374,Posterior,2
P-II,Pclaf,1.442412217266225,Posterior,2
P-II,Pcm1,-0.4260512128302924,Posterior,2
P-II,Pcmt1,0.6502522624195001,Posterior,2
P-II,Pcmtd1,0.94205001280679,Posterior,2
P-II,Pcmtd2,-0.16604735995978903,Posterior,2
P-II,Pcna,1.9054061930927038,Posterior,2
P-II,Pcnp,1.477492228261739,Posterior,2
P-II,Pcnt,-0.48450013383113294,Posterior,2
P-II,Pcnx3,-1.5803782085668023,Posterior,2
P-II,Pcolce,0.9108932345979237,Posterior,2
P-II,Pcolce2,-0.16680697380628629,Posterior,2
P-II,Pcp4,1.2402753625417597,Posterior,2
P-II,Pcsk5,-1.0670279136353777,Posterior,2
P-II,Pcsk6,-0.3777052083048531,Posterior,2
P-II,Pcsk9,0.6695029038739337,Posterior,2
P-II,Pctp,0.49207053364023357,Posterior,2
P-II,Pcyox1,1.0344658749052773,Posterior,2
P-II,Pcyox1l,-0.6724220880789835,Posterior,2
P-II,Pcyt1a,-1.5542256255209919,Posterior,2
P-II,Pcyt1b,1.6610095156667175,Posterior,2
P-II,Pcyt2,0.8975176380070758,Posterior,2
P-II,Pdap1,0.5948657834769675,Posterior,2
P-II,Pdcd10,0.8434696905995623,Posterior,2
P-II,Pdcd11,1.5085125078566022,Posterior,2
P-II,Pdcd2,0.37788826644769163,Posterior,2
P-II,Pdcd2l,-0.006383229221398268,Posterior,2
P-II,Pdcd4,-1.0857013738550876,Posterior,2
P-II,Pdcd5,0.1693000919620741,Posterior,2
P-II,Pdcd6,-0.8141990670176402,Posterior,2
P-II,Pdcd6ip,1.857449776661383,Posterior,2
P-II,Pdcd7,1.3738949246924614,Posterior,2
P-II,Pdcl,0.0640666517824729,Posterior,2
P-II,Pdcl3,-1.8002471579061337,Posterior,2
P-II,Pde10a,1.4830675319466875,Posterior,2
P-II,Pde12,-0.6505933615831092,Posterior,2
P-II,Pde1b,1.2736890707326065,Posterior,2
P-II,Pde1c,0.3263961835027487,Posterior,2
P-II,Pde3b,-0.9352218707942993,Posterior,2
P-II,Pde4a,0.7689699615567611,Posterior,2
P-II,Pde4b,1.6633038741307495,Posterior,2
P-II,Pde4d,0.9978939451259515,Posterior,2
P-II,Pde4dip.1,-1.7245300132900596,Posterior,2
P-II,Pde5a,0.9037980143983464,Posterior,2
P-II,Pde6d,-0.2711614553471164,Posterior,2
P-II,Pde7a,-0.3150053093693087,Posterior,2
P-II,Pde9a,1.265914911393243,Posterior,2
P-II,Pdf,-1.4491383353504472,Posterior,2
P-II,Pdgfa,-0.0459333768065903,Posterior,2
P-II,Pdgfc,1.31146374619898,Posterior,2
P-II,Pdgfra,-0.6980312344100805,Posterior,2
P-II,Pdgfrb,-0.19345591037929633,Posterior,2
P-II,Pdha1,0.4948856466698418,Posterior,2
P-II,Pdhb,1.2413076497351299,Posterior,2
P-II,Pdhx,-1.5997537215384974,Posterior,2
P-II,Pdia3,1.4399547687073246,Posterior,2
P-II,Pdia4,1.1372188778662262,Posterior,2
P-II,Pdia5,0.7429497255272044,Posterior,2
P-II,Pdia6,-1.5345179884901432,Posterior,2
P-II,Pdik1l,-0.6999427039402986,Posterior,2
P-II,Pdk1,1.053263796202397,Posterior,2
P-II,Pdk2,0.21845222352458749,Posterior,2
P-II,Pdk3,-1.4790768423361433,Posterior,2
P-II,Pdlim1,1.4547323414851858,Posterior,2
P-II,Pdlim2,0.5486639438957828,Posterior,2
P-II,Pdlim3,1.425816466449489,Posterior,2
P-II,Pdlim4,0.6737414724601388,Posterior,2
P-II,Pdlim5,-1.0235850738549515,Posterior,2
P-II,Pdlim7,-0.8356114533550243,Posterior,2
P-II,Pdp1,-1.1711939557358708,Posterior,2
P-II,Pdp2,1.0403603770195067,Posterior,2
P-II,Pdpk1,-1.714647038272424,Posterior,2
P-II,Pdpr,0.14367830807742724,Posterior,2
P-II,Pdrg1,-0.3443527825720936,Posterior,2
P-II,Pds5a,-0.0016739419316176196,Posterior,2
P-II,Pds5b,-0.5512138712818985,Posterior,2
P-II,Pdss1,-1.3136633739240664,Posterior,2
P-II,Pdss2,-0.9584421608710513,Posterior,2
P-II,Pdxdc1,0.46103059231331833,Posterior,2
P-II,Pdxk,1.9845243160341992,Posterior,2
P-II,Pdxp,0.06678441402447018,Posterior,2
P-II,Pdzd11,1.7554167909039853,Posterior,2
P-II,Pdzd2,0.9099709712843673,Posterior,2
P-II,Pdzd8,0.7936257664051841,Posterior,2
P-II,Pdzk1ip1,1.9847064808053214,Posterior,2
P-II,Pdzrn3,-1.4237038142380314,Posterior,2
P-II,Pea15,-0.48687938822414545,Posterior,2
P-II,Pea15.1,1.1227851593178209,Posterior,2
P-II,Peak1,1.711617012804867,Posterior,2
P-II,Pear1,1.302552432905775,Posterior,2
P-II,Pebp1,-1.0060157727598542,Posterior,2
P-II,Pecam1,0.1992291374302641,Posterior,2
P-II,Pecr,-0.7259557748453844,Posterior,2
P-II,PEDS1,-0.27374679895694165,Posterior,2
P-II,Pef1,-0.639513521365579,Posterior,2
P-II,Peg10,-0.5362797903842617,Posterior,2
P-II,Peg12,-0.7700994865287992,Posterior,2
P-II,Peg3,-0.7681567155271413,Posterior,2
P-II,Peli1,1.8990578621514214,Posterior,2
P-II,Peli2,-1.1430207833639643,Posterior,2
P-II,Peli3,0.9937157651082758,Posterior,2
P-II,Pelo,-0.18766851519818717,Posterior,2
P-II,Pelp1,-1.3450529255703394,Posterior,2
P-II,Pepd,0.11003647735386433,Posterior,2
P-II,Per1,0.9041716273807044,Posterior,2
P-II,Per3,1.1581422132420687,Posterior,2
P-II,Pes1,-1.1907843973088803,Posterior,2
P-II,Pet100,-1.3353124345374978,Posterior,2
P-II,Pex1,-0.3235259013156732,Posterior,2
P-II,Pex10,0.1648875094016044,Posterior,2
P-II,Pex11b,-0.22332279600963767,Posterior,2
P-II,Pex12,0.6591419195154419,Posterior,2
P-II,Pex13,-1.1793230734535909,Posterior,2
P-II,Pex14,-0.5156650733032659,Posterior,2
P-II,Pex16,-0.7532892170976485,Posterior,2
P-II,Pex19,0.9448671146719039,Posterior,2
P-II,Pex2,0.8319318263893206,Posterior,2
P-II,Pex26,-0.12801767711826484,Posterior,2
P-II,Pex3,-1.499732909189153,Posterior,2
P-II,Pex5,-0.2858449420063136,Posterior,2
P-II,Pex6,-0.9678583973686848,Posterior,2
P-II,Pex7,1.3936286347569788,Posterior,2
P-II,Pf4,-0.8604836804592454,Posterior,2
P-II,Pfas,1.989485181544309,Posterior,2
P-II,Pfdn1,-0.2570790620564979,Posterior,2
P-II,Pfdn2,0.5562217694394818,Posterior,2
P-II,Pfdn4,0.6362236989689978,Posterior,2
P-II,Pfdn5,-0.3242229371127569,Posterior,2
P-II,Pfdn6,-0.18641621080912393,Posterior,2
P-II,Pfkfb1,0.3385301781684553,Posterior,2
P-II,Pfkfb2,0.7980234761849366,Posterior,2
P-II,Pfkfb3,-1.9446550984722848,Posterior,2
P-II,Pfkfb4,0.10873230012186372,Posterior,2
P-II,Pfkl,0.33837763984685676,Posterior,2
P-II,Pfkm,-1.168177528307433,Posterior,2
P-II,Pfkp,1.4228015370933513,Posterior,2
P-II,Pfn1,-0.30651931493094486,Posterior,2
P-II,Pfn2,-1.0513952796766637,Posterior,2
P-II,Pgam1,1.35301731258181,Posterior,2
P-II,Pgam2,-0.38004351295327843,Posterior,2
P-II,Pgam5,-0.4387084398993427,Posterior,2
P-II,Pgap1,-0.48114596562901313,Posterior,2
P-II,Pgap4,-1.1587099483073682,Posterior,2
P-II,Pgbd5,0.5571926183220667,Posterior,2
P-II,Pgd,0.5962193771419426,Posterior,2
P-II,Pgghg,0.37794585443262957,Posterior,2
P-II,Pggt1b,1.1697410882447894,Posterior,2
P-II,Pgk1,1.5836543581974094,Posterior,2
P-II,Pgk2,-1.1182413528688713,Posterior,2
P-II,Pgls,0.054961413361416814,Posterior,2
P-II,Pgm1,1.6580882601202007,Posterior,2
P-II,Pgm2,1.062181652359853,Posterior,2
P-II,Pgm2l1,-0.39013331473663787,Posterior,2
P-II,Pgm3,1.427939393871864,Posterior,2
P-II,Pgm5,-0.49406118691824247,Posterior,2
P-II,Pgp,1.1057920877833731,Posterior,2
P-II,Pgpep1,0.3785757551853793,Posterior,2
P-II,Pgrmc1,-0.9948416970482326,Posterior,2
P-II,Pgrmc2,-1.4363884869234573,Posterior,2
P-II,Pgs1,-1.335852251518774,Posterior,2
P-II,Phactr2,0.8100517896956472,Posterior,2
P-II,Phactr4,0.6787272226839055,Posterior,2
P-II,Phactr4.1,1.2728464500797014,Posterior,2
P-II,Phaf1,-1.4207427372019918,Posterior,2
P-II,Phax,-1.337114156807609,Posterior,2
P-II,Phb1,-1.1430063552864325,Posterior,2
P-II,Phb2,-2.262195623782017,Posterior,2
P-II,Phc1,-0.0353693283508676,Posterior,2
P-II,Phc2,-1.7005325011854173,Posterior,2
P-II,Phc3,-0.6743680911850957,Posterior,2
P-II,Pheta1,-0.9738160383023282,Posterior,2
P-II,Pheta2,1.576929984165613,Posterior,2
P-II,Phf10,0.7340034446731741,Posterior,2
P-II,Phf12,-0.9421021883911033,Posterior,2
P-II,Phf13,1.6046779704975926,Posterior,2
P-II,Phf14,0.9497257328121264,Posterior,2
P-II,Phf2,0.10500962242830107,Posterior,2
P-II,Phf20,0.01857603261330326,Posterior,2
P-II,Phf20l1,-0.19868597563273363,Posterior,2
P-II,Phf21a,0.6404149732216616,Posterior,2
P-II,Phf23,0.4439144817675926,Posterior,2
P-II,Phf3,-0.608626281736685,Posterior,2
P-II,Phf5a,-0.225754499242421,Posterior,2
P-II,Phf6,-0.4113254586469228,Posterior,2
P-II,Phf8,-1.5183678006050287,Posterior,2
P-II,Phgdh,1.8854382592444172,Posterior,2
P-II,Phip,-0.7716983701849185,Posterior,2
P-II,Phka1,-1.1121230528261778,Posterior,2
P-II,Phka2,-0.28615465204702834,Posterior,2
P-II,Phkb,-1.419132498768533,Posterior,2
P-II,Phkg2,-0.051591853825635206,Posterior,2
P-II,Phlda2,1.4547185511759535,Posterior,2
P-II,Phlda3,-0.3357623475581264,Posterior,2
P-II,Phldb1,1.0205110217772797,Posterior,2
P-II,Phldb2,0.5147331400867147,Posterior,2
P-II,Phldb3,2.4042954077379517,Posterior,2
P-II,Phlpp1,-2.053586960339509,Posterior,2
P-II,Phlpp2,1.2154741415965113,Posterior,2
P-II,Phospho2,1.7304685062663951,Posterior,2
P-II,Phpt1,1.190509440325508,Posterior,2
P-II,Phrf1,1.430049863621286,Posterior,2
P-II,Phtf1,0.989314104648814,Posterior,2
P-II,Phyh,-0.3943065135498555,Posterior,2
P-II,Phyhipl,0.7003760559216861,Posterior,2
P-II,Phykpl,0.9655595660688613,Posterior,2
P-II,Pi4k2a,1.105611461359928,Posterior,2
P-II,Pi4k2b,-0.18110540086897658,Posterior,2
P-II,Pi4ka,-1.0301727964895848,Posterior,2
P-II,Pi4kb,-1.4957251941499106,Posterior,2
P-II,Pias1,-0.7250590591683123,Posterior,2
P-II,Pias2,-1.8403486026427773,Posterior,2
P-II,Pias3,-1.0238574692211106,Posterior,2
P-II,Pias4,-1.7738743187932187,Posterior,2
P-II,Pibf1,1.4871740868144334,Posterior,2
P-II,Picalm,1.2393035675481245,Posterior,2
P-II,Pick1,1.8135069095485667,Posterior,2
P-II,Pid1,1.411006026864791,Posterior,2
P-II,Pidd1,-1.935958383888223,Posterior,2
P-II,Piezo1,0.853147886700953,Posterior,2
P-II,Piga,-1.68673957562819,Posterior,2
P-II,Pigb,-0.07200227698387479,Posterior,2
P-II,Pigg,-0.5043247460834104,Posterior,2
P-II,Pigh,-1.149515480720417,Posterior,2
P-II,Pigk,0.042967684455157584,Posterior,2
P-II,Pigl,-0.13418346390187824,Posterior,2
P-II,Pigm,-1.390021384546367,Posterior,2
P-II,Pign,1.5283319149939198,Posterior,2
P-II,Pigo,-0.7557118366341536,Posterior,2
P-II,Pigp,-1.4835707008269747,Posterior,2
P-II,Pigq,0.9830966268125241,Posterior,2
P-II,Pigs,-1.693670678150423,Posterior,2
P-II,Pigt,-0.8861100800995716,Posterior,2
P-II,Pigu,-1.4420373998622071,Posterior,2
P-II,Pigw,-0.895316953137501,Posterior,2
P-II,Pigx,-1.3628158161521107,Posterior,2
P-II,Pih1d1,0.4592983538931891,Posterior,2
P-II,Pik3ap1,-1.3851331905590023,Posterior,2
P-II,Pik3c2a,-1.2916709119314442,Posterior,2
P-II,Pik3c2b,0.711969620506099,Posterior,2
P-II,Pik3c3,-0.8120568369839664,Posterior,2
P-II,Pik3ca,0.503852066551744,Posterior,2
P-II,Pik3cb,0.08136543951666848,Posterior,2
P-II,Pik3cd,1.0036532008183463,Posterior,2
P-II,Pik3ip1,0.8242214694497795,Posterior,2
P-II,Pik3r1,-0.37593631434535185,Posterior,2
P-II,Pik3r2,1.524445811084444,Posterior,2
P-II,Pik3r4,-2.10677039457893,Posterior,2
P-II,Pik3r6,-0.44093013755533944,Posterior,2
P-II,Pikfyve,0.18568309042214953,Posterior,2
P-II,Pim1,0.5555001005017237,Posterior,2
P-II,Pimreg,-1.1683799696863484,Posterior,2
P-II,Pin1,0.5316297508436146,Posterior,2
P-II,Pin4,1.5447140887205353,Posterior,2
P-II,Pinx1,1.3526025908228745,Posterior,2
P-II,Pip4k2a,-1.4315276837382342,Posterior,2
P-II,Pip4k2b,-2.4817865259132006,Posterior,2
P-II,Pip4k2c,1.545431370155985,Posterior,2
P-II,Pip4p1,2.081354979258791,Posterior,2
P-II,Pip4p2,0.8082787127089679,Posterior,2
P-II,Pip5k1a,-0.3800234781547812,Posterior,2
P-II,Pip5k1c,-2.0203692643179765,Posterior,2
P-II,Pir,-1.0398581783636602,Posterior,2
P-II,Pisd,-1.6219430798369046,Posterior,2
P-II,Pithd1,1.8747417158525868,Posterior,2
P-II,Pitpna,1.0885171579953052,Posterior,2
P-II,Pitpnb,1.0256077642766077,Posterior,2
P-II,Pitpnc1,-1.0541501251763254,Posterior,2
P-II,Pitpnm1,0.29052283610184626,Posterior,2
P-II,Pitpnm2,-0.2275975503109935,Posterior,2
P-II,Pitrm1,1.0115370529869474,Posterior,2
P-II,Pja1,1.4218587185746863,Posterior,2
P-II,Pja2,-0.2906004143672826,Posterior,2
P-II,Pkd2,-0.5267273567267037,Posterior,2
P-II,Pkhd1l1,0.951237670841652,Posterior,2
P-II,Pkig,1.6727736258587618,Posterior,2
P-II,Pklr,1.8334655018871309,Posterior,2
P-II,Pkm,1.4759824929551941,Posterior,2
P-II,Pkm.1,-0.42109099558691443,Posterior,2
P-II,Pkmyt1,-0.659728456892046,Posterior,2
P-II,Pkn1,-0.2701880068882639,Posterior,2
P-II,Pkn2,0.16171696831473478,Posterior,2
P-II,Pkn3,0.2457300184477389,Posterior,2
P-II,Pknox1,0.5138873696157175,Posterior,2
P-II,Pknox2,-1.3887857644120738,Posterior,2
P-II,Pkp1,0.09954757458551641,Posterior,2
P-II,Pkp2,-0.3212089133595141,Posterior,2
P-II,Pkp3,-1.2062355451745392,Posterior,2
P-II,Pkp4,-1.3397142035178093,Posterior,2
P-II,Pla1a,1.7964078840519304,Posterior,2
P-II,Pla2g12a,0.9739278155807385,Posterior,2
P-II,Pla2g15,-1.089885907088841,Posterior,2
P-II,Pla2g4a,-1.8011954145115876,Posterior,2
P-II,Pla2g6,-1.042780383351987,Posterior,2
P-II,Pla2g7,1.4359476821056858,Posterior,2
P-II,Plaa,0.2759912074819595,Posterior,2
P-II,Plaat3,0.7181175137598471,Posterior,2
P-II,Plagl1,1.6692905035328953,Posterior,2
P-II,Plagl2,0.44416660781101125,Posterior,2
P-II,Plat,-1.4222946848825615,Posterior,2
P-II,Platr25,-0.3831862561147154,Posterior,2
P-II,Plau,1.294811650390836,Posterior,2
P-II,Plbd2,-0.7596816407591711,Posterior,2
P-II,Plcb1,-0.6158334111131023,Posterior,2
P-II,Plcb3,-0.9179240224024149,Posterior,2
P-II,Plcb4,-1.4571652354648097,Posterior,2
P-II,Plcd1,1.9770274763448432,Posterior,2
P-II,Plcd3,-0.8580812343368507,Posterior,2
P-II,Plce1,-0.23017776936700862,Posterior,2
P-II,Plcg1,-0.35760365970493824,Posterior,2
P-II,Plcg2,1.0972055924568107,Posterior,2
P-II,Plch1,-0.6807786865203792,Posterior,2
P-II,Plcl1,-1.3519712369362566,Posterior,2
P-II,Plcl2,-0.8552551750966841,Posterior,2
P-II,Plcxd3,-2.014512657821573,Posterior,2
P-II,Pld1,-0.2944022864769287,Posterior,2
P-II,Pld2,-1.3634153297539946,Posterior,2
P-II,Pld3,1.0878787553637155,Posterior,2
P-II,Plec,-1.8761551682087105,Posterior,2
P-II,Plek,-0.07911283175117587,Posterior,2
P-II,Plek2,1.217111049236159,Posterior,2
P-II,Plekha1,1.4832145422614063,Posterior,2
P-II,Plekha1.1,1.4997455457890518,Posterior,2
P-II,Plekha2,1.0087187957276091,Posterior,2
P-II,Plekha3,0.8669807929768749,Posterior,2
P-II,Plekha5,-1.9634868995839074,Posterior,2
P-II,Plekha6,-1.472618826456873,Posterior,2
P-II,Plekha7,1.1409561195781879,Posterior,2
P-II,Plekha8,-0.648933718635223,Posterior,2
P-II,Plekhf1,1.3243363878500476,Posterior,2
P-II,Plekhf2,1.8498848262505465,Posterior,2
P-II,Plekhg1,-1.2756290564496986,Posterior,2
P-II,Plekhg2,0.5897027146821844,Posterior,2
P-II,Plekhg3,0.9496323396988476,Posterior,2
P-II,Plekhg5,0.669955210146023,Posterior,2
P-II,Plekhh1,2.067969529569798,Posterior,2
P-II,Plekhh2,-1.3475755167153467,Posterior,2
P-II,Plekhh3,1.307287572426506,Posterior,2
P-II,Plekhj1,-1.4458345062834306,Posterior,2
P-II,Plekhm1,-1.7786687791852644,Posterior,2
P-II,Plekhm2,0.09608981251850841,Posterior,2
P-II,Plekho1,1.6906644407383984,Posterior,2
P-II,Plekho2,0.4084844098426933,Posterior,2
P-II,Plg,2.0235682227014418,Posterior,2
P-II,Plgrkt,0.8250904651255673,Posterior,2
P-II,Plin2,-0.9001079455418622,Posterior,2
P-II,Plin3,0.9341151584279579,Posterior,2
P-II,Plk1,1.0026762476616773,Posterior,2
P-II,Plk2,-1.4263605398924235,Posterior,2
P-II,Plk4,-1.3420827847065762,Posterior,2
P-II,Plod1,-0.38732392150813216,Posterior,2
P-II,Plod2,-0.7613656918869484,Posterior,2
P-II,Plod3,-0.39496006319612986,Posterior,2
P-II,Plpbp,0.35144685000699843,Posterior,2
P-II,Plpp1,-0.48892398605818016,Posterior,2
P-II,Plpp2,-1.098015305786313,Posterior,2
P-II,Plpp3,-1.3292052299086292,Posterior,2
P-II,Plpp6,1.5225881130386913,Posterior,2
P-II,Plppr3,-1.6953038388132955,Posterior,2
P-II,Plrg1,0.39091602718980056,Posterior,2
P-II,Pls1,1.6447648246927606,Posterior,2
P-II,Pls3,0.11110394091886797,Posterior,2
P-II,Plscr1,0.9986621946310418,Posterior,2
P-II,Plscr3,-0.531798500109486,Posterior,2
P-II,Pltp,2.709977403480411,Posterior,2
P-II,Plvap,-0.9586569557903547,Posterior,2
P-II,Plxdc2,0.4167883619900325,Posterior,2
P-II,Plxna1,-0.22268484506451067,Posterior,2
P-II,Plxna2,-1.3319954529247566,Posterior,2
P-II,Plxna3,2.505897906756581,Posterior,2
P-II,Plxnb1,1.0963103817061497,Posterior,2
P-II,Plxnb2,1.4578030816442538,Posterior,2
P-II,Plxnd1,-0.9650247205733022,Posterior,2
P-II,Pm20d1,1.9255791186478142,Posterior,2
P-II,Pmf1,0.303489445000528,Posterior,2
P-II,Pml,1.531186511410195,Posterior,2
P-II,Pmm1,1.3971538321421628,Posterior,2
P-II,Pmm2,-0.7590816774174364,Posterior,2
P-II,Pmpca,-0.9642979047210366,Posterior,2
P-II,Pmpcb,0.83134630502345,Posterior,2
P-II,Pms1,1.31855386900175,Posterior,2
P-II,Pms2,1.7142186553781145,Posterior,2
P-II,Pmvk,0.13040760582774535,Posterior,2
P-II,Pnisr,-0.5956475861131877,Posterior,2
P-II,Pnkd,0.31329209053000073,Posterior,2
P-II,Pnkd.1,-0.5414721751987694,Posterior,2
P-II,Pnkp,0.7499257855942477,Posterior,2
P-II,Pnn,-1.5485848467550865,Posterior,2
P-II,Pno1,-0.02864960353559626,Posterior,2
P-II,Pnp,1.377528486988988,Posterior,2
